Cell,Parent,LineageName,Birth,Death,Type,Description,,
int7Lp,int7L,Eplpap,285,,intestine,"Birth time data wasn't found, so displayed time is just a guess.",,
I4,MSaaaapa,MSaaaapaa,285,,neuron,Pharyngeal interneuron.,,
int7Rp,int7R,Eprpap,285,,intestine,"Birth time data wasn't found, so displayed time is just a guess.",,
int7Ra,int7R,Eprpaa,285,,intestine,"Birth time data wasn't found, so displayed time is just a guess.",,
ABplapppapa,ABplapppap,ABplapppapa,285,307,,,,
ABalapaappa,ABalapaapp,ABalapaappa,285,,,,,
IL2L,ABalapaapp,ABalapaappp,285,,neuron,"Neuron of inner labial sensilla, ciliated ending without rootlets, open to the outside.",,
ABplapppapp,ABplapppap,ABplapppapp,285,,,,,
URYDL,ABalapapap,ABalapapapp,285,,neuron,"Neuron, presynaptic in ring, non-ciliated ending in head, associated with OLQ in embryo.",,
hyp2V,ABalpapaaa,ABalpapaaap,285,,hypoderm,Cylindrical hypodermal syncytium in head.,,
RIPL,ABalpapaaa,ABalpapaaaa,285,,neuron,"Ring/pharynx interneuron, only direct connection between pharynx and ring, makes no chemical synapses.",,
exc duct,ABplpaaaap,ABplpaaaapa,290,,excretory,Excretory duct.,,
AVJR,ABalappppp,ABalapppppa,290,,neuron,"Neuron, mainly postsynaptic in ventral cord and presynaptic in ring.",,
DB1,ABplpaaaap,ABplpaaaapp,290,,neuron,"Ventral cord motoneuron, innervates dorsal muscles, probably cholinergic.",,
RIH,ABprpappaa,ABprpappaaa,290,,neuron,Ring interneuron.,,
m3DR,MSpaaaap,MSpaaaapa,290,,muscle,Pharyngeal muscle cell.,,
exc gl R,ABprpapapa,ABprpapapaa,290,,excretory,"Excretory gland, fused to exc gl L, send process to ring, opens into excretory duct.",,
ABprpppaapa,ABprpppaap,ABprpppaapa,290,,,,,
AVL,ABprpappaa,ABprpappaap,290,,neuron,"Ring and ventral cord interneuron/motoneuron, few synapses.",,
RIS,ABprpappap,ABprpappapa,290,,neuron,Ring interneuron.,,
PHAR,ABprpppaap,ABprpppaapp,290,,neuron,"Phasmid neuron, ciliated ending, probably chemosensory, similar to amphids but situated in tail, take up FITC.",,
DB4,ABprpappap,ABprpappapp,290,,neuron,"Ventral cord motoneuron, innervates dorsal muscles, probably cholinergic.",,
virL,ABprpapppp,ABprpappppp,290,,valve,Intestino-rectal valve.,,
virR,ABprpapppp,ABprpappppa,290,,valve,Intestino-rectal valve.,,
AVKL,ABplpapapa,ABplpapapap,290,,neuron,Ring and ventral cord interneuron.,,
AVKR,ABprpapapa,ABprpapapap,290,,neuron,Ring and ventral cord interneuron.,,
m4DR,MSpaaaap,MSpaaaapp,290,,muscle,Pharyngeal muscle cell.,,
exc gl L,ABplpapapa,ABplpapapaa,290,,excretory,"Excretory gland, fused to exc gl R, send process to ring, opens into excretory duct.",,
vpi2V,MSaappa,MSaappaa,290,,valve,Pharyngo-intestinal valve.,,
OLLsoL,ABalapaaap,ABalapaaapp,290,,socket,Lateral outer labial socket cell.,,
CANL,ABalapaaap,ABalapaaapa,290,,neuron,"Process runs along excretory canal, no synapses seen, essential for survival.",,
IL2R,ABalaapppp,ABalaappppp,290,,neuron,"Neuron of inner labial sensilla, ciliated ending without rootlets, open to the outside.",,
ADLL,ABalppppaa,ABalppppaad,290,,neuron,"Amphid neuron, dual ciliated sensory endings, probably chemosensory, prohject directly to ring, take up FITC.",,
ABalppppaav,ABalppppaa,ABalppppaav,290,333,,,,
ABalaappppa,ABalaapppp,ABalaappppa,290,,,,,
ABprapppapa,ABprapppap,ABprapppapa,290,310,,,,
m2DL,ABaraapaap,ABaraapaapa,290,,muscle,Pharyngeal muscle cell.,,
m2DR,ABaraappap,ABaraappapa,290,,muscle,Pharyngeal muscle cell.,,
mc2DR,ABaraappap,ABaraappapp,290,,marginal,Pharyngeal marginal cell.,,
m3R,ABarapaapp,ABarapaappa,290,,muscle,Pharyngeal muscle cell.,,
MCR,ABarapaapp,ABarapaappp,290,,neuron,Pharyngeal neuron that synapses onto the marginal cells.,,
IL2VR,ABarappppp,ABarapppppp,290,,neuron,"Neuron of inner labial sensilla, ciliated ending without rootlets, open to the outside.",,
ABarapppppa,ABarappppp,ABarapppppa,290,,,,,
mc2DL,ABaraapaap,ABaraapaapp,290,,marginal,Pharyngeal marginal cell.,,
vpi3V,MSaappa,MSaappap,290,,valve,Pharyngo-intestinal valve.,,
ABprapppapp,ABprapppap,ABprapppapp,290,,,,,
ABpraaaappa,ABpraaaapp,ABpraaaappa,290,307,,,,
vpi2DL,MSaapapp,MSaapappp,290,,valve,Pharyngo-intestinal valve.,,
OLLsoR,ABalappapp,ABalappappp,290,,socket,Lateral outer labial socket cell.,,
CANR,ABalappapp,ABalappappa,290,,neuron,"Process runs along excretory canal, no synapses seen, essential for survival.",,
m6VL,MSaapapp,MSaapappa,290,,muscle,Pharyngeal muscle cell.,,
SMDVL,ABalppappa,ABalppappaa,290,,neuron,"Ring motoneuron/interneuron, has posteriorly directed process that runs sublaterally.",,
ABpraaaappp,ABpraaaapp,ABpraaaappp,290,,,,,
BAGL,ABalppappa,ABalppappap,290,,neuron,"Neuron, ciliated ending in head, not part of a sensillum, associated with ILso.",,
AVJL,ABalapappp,ABalapapppa,290,,neuron,"Neuron, mainly postsynaptic in ventral cord and presynaptic in ring.",,
m6VR,MSpapapp,MSpapappa,290,,muscle,Pharyngeal muscle cell.,,
vpi2DR,MSpapapp,MSpapappp,290,,valve,Pharyngo-intestinal valve.,,
AMshL,ABplaapaap,ABplaapaapp,290,,sheath,Amphid sheath cell.,,
URBL,ABplaapaap,ABplaapaapa,290,,neuron,"Neuron, presynaptic in ring, non-ciliated ending in head, associated with OLL in embryo.",,
CEPsoDL,ABalapappp,ABalapapppp,290,,socket,Cephalic socket cell.,,
CEPsoDR,ABalappppp,ABalapppppp,290,,socket,Cephalic socket cell.,,
ILsoVL,ABalppapap,ABalppapapp,292,,socket,"Inner labial socket cell, form protuberances at the tip of each labium.",,
SAADL,ABalppapap,ABalppapapa,292,,neuron,"Ring interneuron, have anteriorly direct process that runs sublaterally.",,
RMDDR,ABarappapa,ABarappapaa,292,,neuron,"Ring motoneuron/interneuron, many synapses, probably reciprocal inhibitor.",,
ABarappapap,ABarappapa,ABarappapap,292,,,,,
PVPR,ABprppppaa,ABprppppaaa,293,,neuron,"Interneuron, projects along ventral cord into nerve ring.",,
PDA,ABprpppaaa,ABprpppaaaa,293,,neuron,"Motoneuron, cell body in preanal ganglion, few neuromuscular junctions to dorsal muscles; begins life as cell Y: rectal cell at hatching, becomes PDA in hermaphrodite, postembryonic blast cell in male.",,
DA7,ABprpppaaa,ABprpppaaap,293,,neuron,"Ventral cord motoneuron, innervates dorsal muscles, probably cholinergic.",,
rect VR,ABprppppaa,ABprppppaap,293,,epithelium,"Rectal epithelial cell, adjacent to intestino-rectal valve, has microvilli.",,
tail spike,ABprpppppp,ABprppppppa,293,630,tail,"Used during embryogenesis to make tail spike, then dies.",,
mu sph,ABprpppppa,ABprpppppap,293,,muscle,Sphincter muscle of intestino-rectal valve,,
hyp10,ABprpppppp,ABprppppppp,293,,hypoderm,Tail ventral hypodermis.,,
DB3,ABprpaaaap,ABprpaaaapp,293,,neuron,"Ventral cord motoneuron, innervates dorsal muscles, probably cholinergic.",,
mu bod,ABprpppppa,ABprpppppaa,293,,muscle,Embryonic body wall muscle.,,
G1,ABprpaaaap,ABprpaaaapa,293,,,"Postembryonic blast cell; excretory socket is G1 in embryo, G2 in L1, G2.p later.",,
ABalaapappa,ABalaapapp,ABalaapappa,295,390,,,,
URYVL,ABplpaaapp,ABplpaaappp,295,,neuron,"Neuron, presynaptic in ring, non-ciliated ending in head, associated with OLQ in embryo.",,
ABplpaaappa,ABplpaaapp,ABplpaaappa,295,,,,,
CEPsoVR,ABalaapapp,ABalaapappp,295,,socket,Cephalic socket cell.,,
AVAR,ABalaappap,ABalaappapa,295,,neuron,"Ventral cord interneuron, synapses onto VA, DA, and AS motoneurons; formerly called alpha.",,
mu int L,ABplpppppa,ABplpppppaa,295,,muscle,"Intestinal muscle, attaches to intestine and body wall anterior to anus.",,
ABarpapaapa,ABarpapaap,ABarpapaapa,295,320,,,,
e2DR,ABaraaapaa,ABaraaapaap,295,,epithelium,Pharyngeal epithelial cell.,,
arc post DR,ABaraaapaa,ABaraaapaaa,295,,other,"Interface between pharynx and hypodermis, form anterior part of buccal cavity.",,
AWCL,ABplpaaaaa,ABplpaaaaap,295,,neuron,"Amphid wing cell, neuron havin ciliated sheet-like sensory ending closely associated with amphid sheath.",,
SAAVL,ABplpaaaaa,ABplpaaaaaa,295,,neuron,"Ring interneuron, have anteriorly direct process that runs sublaterally.",,
PVPL,ABplppppaa,ABplppppaaa,295,,neuron,"Interneuron, projects along ventral cord into nerve ring.",,
DA9,ABplpppaaa,ABplpppaaaa,295,,neuron,"Ventral cord motoneuron, innervates dorsal muscles, probably cholinergic.",,
URYVR,ABprpaaapp,ABprpaaappp,295,,neuron,"Neuron, presynaptic in ring, non-ciliated ending in head, associated with OLQ in embryo.",,
mu anal,ABplpppppa,ABplpppppap,295,,muscle,Anal depressor muscle.,,
rect VL,ABplppppaa,ABplppppaap,295,,epithelium,"Rectal epithelial cell, adjacent to intestino-rectal valve, has microvilli.",,
tail spike,ABplpppppp,ABplppppppa,295,625,tail,"Used during embryogenesis to make tail spike, then dies.",,
hyp10,ABplpppppp,ABplppppppp,295,,hypoderm,Tail ventral hypodermis.,,
AIMR,ABprpaappp,ABprpaapppa,295,,neuron,Ring interneuron.,,
ABprpaapppp,ABprpaappp,ABprpaapppp,295,,,,,
ADLR,ABpraaapaa,ABpraaapaad,295,,neuron,"Amphid neuron, dual ciliated sensory endings, probably chemosensory, prohject directly to ring, take up FITC.",,
ABpraaapaav,ABpraaapaa,ABpraaapaav,295,340,,,,
DA6,ABplpppaaa,ABplpppaaap,295,,neuron,"Ventral cord motoneuron, innervates dorsal muscles, probably cholinergic.",,
ABplaaaaapp,ABplaaaaap,ABplaaaaapp,295,,,,,
ABplaaaaapa,ABplaaaaap,ABplaaaaapa,295,330,,,,
OLQsoVL,ABalppaaap,ABalppaaapp,295,,socket,Quadrant outer labial socket cell.,,
AVAL,ABalppaaap,ABalppaaapa,295,,neuron,"Ventral cord interneuron, synapses onto VA, DA, and AS motoneurons; formerly called alpha.",,
ABalpappaap,ABalpappaa,ABalpappaap,295,,,,,
OLQsoVR,ABalaappap,ABalaappapp,295,,socket,Quadrant outer labial socket cell.,,
ABalpappaaa,ABalpappaa,ABalpappaaa,295,330,,,,
ABarpapaapp,ABarpapaap,ABarpapaapp,295,,,,,
AVG,ABprpapppa,ABprpapppap,295,,neuron,"Ventral cord interneuron, few synapses, sends process into tailspike.",,
RMDVR,ABarapppaa,ABarapppaaa,295,,neuron,"Ring motoneuron/interneuron, many synapses, probably reciprocal inhibitor.",,
ABprppapaaa,ABprppapaa,ABprppapaaa,295,,,,,
ILshVR,ABarapppaa,ABarapppaap,295,,sheath,Inner labial sheeth cell.,,
SAADR,ABarapppap,ABarapppapa,295,,neuron,"Ring interneuron, have anteriorly direct process that runs sublaterally.",,
DA1,ABprppapaa,ABprppapaap,295,,neuron,"Ventral cord motoneuron, innervates dorsal muscles, probably cholinergic.",,
DB5,ABplpapapp,ABplpapappp,295,,neuron,"Ventral cord motoneuron, innervates dorsal muscles, probably cholinergic.",,
ABplppapaaa,ABplppapaa,ABplppapaaa,295,,,,,
ILsoVR,ABarapppap,ABarapppapp,295,,socket,"Inner labial socket cell, form protuberances at the tip of each labium.",,
SIAVL,ABplpapapp,ABplpapappa,295,,neuron,"Receives a few synapses in the ring, has posteriorly directed process that runs sublaterally.",,
SMDVR,ABarappppa,ABarappppaa,295,,neuron,"Ring motoneuron/interneuron, has posteriorly directed process that runs sublaterally.",,
BAGR,ABarappppa,ABarappppap,295,,neuron,"Neuron, ciliated ending in head, not part of a sensillum, associated with ILso.",,
RIR,ABprpapppa,ABprpapppaa,295,,neuron,Ring interneuron.,,
ABpraapappp,ABpraapapp,ABpraapappp,295,,,,,
hyp1DL,ABalpaappp,ABalpaapppa,295,,hypoderm,Cylindrical hypodermal syncytium in head.,,
AIBR,ABpraapapp,ABpraapappa,295,,neuron,Amphid interneuron.,,
ABprpaaappa,ABprpaaapp,ABprpaaappa,295,,,,,
AMshR,ABpraapaap,ABpraapaapp,295,,sheath,Amphid sheath cell.,,
ILshDL,ABalaaapar,ABalaaaparr,295,,sheath,Inner labial sheeth cell.,,
hyp2DL,ABalpaappp,ABalpaapppp,295,,hypoderm,Cylindrical hypodermal syncytium in head.,,
ILshDR,ABalaaappl,ABalaaappll,295,,sheath,Inner labial sheeth cell.,,
URBR,ABpraapaap,ABpraapaapa,295,,neuron,"Neuron, presynaptic in ring, non-ciliated ending in head, associated with OLL in embryo.",,
SABD,ABplppapaa,ABplppapaap,295,,neuron,"Ring interneuron, has anteriorly directed process that runs sublaterally, synapses to anterior ventral body muscles in L1.",,
ABalaaapplr,ABalaaappl,ABalaaapplr,295,390,,,,
ASHL,ABplpaappa,ABplpaappaa,295,,neuron,"Amphid neuron, single ciliated ending, probably chemosensory; project into ring via commissure from ventral ganglion, make diverse synaptic connections in ring neuropil, also take up FITC.",,
RIBL,ABplpaappa,ABplpaappap,295,,neuron,Prominent branched ring interneuron.,,
ABalaaaparl,ABalaaapar,ABalaaaparl,295,390,,,,
ABprppaaaap,ABprppaaaa,ABprppaaaap,297,,,,,
SIBDR,ABprppaaaa,ABprppaaaaa,297,,neuron,"Receives a few synapses in the ring, has posteriorly directed process that runs sublaterally.",,
AWCR,ABprpaaaaa,ABprpaaaaap,297,,neuron,"Amphid wing cell, neuron havin ciliated sheet-like sensory ending closely associated with amphid sheath.",,
SAAVR,ABprpaaaaa,ABprpaaaaaa,297,,neuron,"Ring interneuron, have anteriorly direct process that runs sublaterally.",,
SIAVR,ABprpapapp,ABprpapappa,297,,neuron,"Receives a few synapses in the ring, has posteriorly directed process that runs sublaterally.",,
DA8,ABprpapapp,ABprpapappp,297,,neuron,"Ventral cord motoneuron, innervates dorsal muscles, probably cholinergic.",,
ABplppaaaap,ABplppaaaa,ABplppaaaap,298,,,,,
SIBDL,ABplppaaaa,ABplppaaaaa,298,,neuron,"Receives a few synapses in the ring, has posteriorly directed process that runs sublaterally.",,
ABpraaapapa,ABpraaapap,ABpraaapapa,300,,,,,
DB2,ABarappapp,ABarappappa,300,,neuron,"Ventral cord motoneuron, innervates dorsal muscles, probably cholinergic.",,
SMBVR,ABarappapp,ABarappappp,300,,neuron,"Ring motoneuron/interneuron, has posteriorly directed process that runs sublaterally.",,
m7D,MSaaaapp,MSaaaappp,300,,muscle,Pharyngeal muscle cell.,,
MSaaaappa,MSaaaapp,MSaaaappa,300,350,,,,
ABpraaapapp,ABpraaapap,ABpraaapapp,300,320,,,,
arc ant DR,ABaraaappp,ABaraaapppa,300,,other,"Interface between pharynx and hypodermis, form anterior part of buccal cavity.",,
e3D,ABaraapaaa,ABaraapaaaa,300,,epithelium,Pharyngeal epithelial cell.,,
ABalppppapp,ABalppppap,ABalppppapp,300,320,,,,
ABprapapppa,ABprapappp,ABprapapppa,300,320,,,,
m1DL,ABaraapaaa,ABaraapaaap,300,,muscle,Pharyngeal muscle cell.,,
ABalppppapa,ABalppppap,ABalppppapa,300,,,,,
hyp1DR,ABaraaappp,ABaraaapppp,300,,hypoderm,Cylindrical hypodermal syncytium in head.,,
ABprapapppp,ABprapappp,ABprapapppp,300,,,,,
arc post DL,ABalpaapaa,ABalpaapaaa,300,,other,"Interface between pharynx and hypodermis, form anterior part of buccal cavity.",,
m8,MSaaapap,MSaaapapp,300,,muscle,Pharyngeal muscle cell.,,
SIBVR,ABprpapaap,ABprpapaapp,300,,neuron,"Receives a few synapses in the ring, has posteriorly directed process that runs sublaterally.",,
SIADR,ABprpapaap,ABprpapaapa,300,,neuron,"Receives a few synapses in the ring, has posteriorly directed process that runs sublaterally.",,
m6D,MSpaaapp,MSpaaappp,300,,muscle,Pharyngeal muscle cell.,,
m5DR,MSpaaapp,MSpaaappa,300,,muscle,Pharyngeal muscle cell.,,
SIADL,ABplpapaap,ABplpapaapa,300,,neuron,"Receives a few synapses in the ring, has posteriorly directed process that runs sublaterally.",,
SIBVL,ABplpapaap,ABplpapaapp,300,,neuron,"Receives a few synapses in the ring, has posteriorly directed process that runs sublaterally.",,
RMDVL,ABalppapaa,ABalppapaaa,300,,neuron,"Ring motoneuron/interneuron, many synapses, probably reciprocal inhibitor.",,
ILshVL,ABalppapaa,ABalppapaap,300,,sheath,Inner labial sheeth cell.,,
RIBR,ABprpaappa,ABprpaappap,300,,neuron,Prominent branched ring interneuron.,,
ASHR,ABprpaappa,ABprpaappaa,300,,neuron,"Amphid neuron, single ciliated ending, probably chemosensory; project into ring via commissure from ventral ganglion, make diverse synaptic connections in ring neuropil, also take up FITC.",,
mc3DL,MSaaapap,MSaaapapa,300,,marginal,Pharyngeal marginal cell.,,
AVBR,ABprpaapaa,ABprpaapaap,300,,neuron,"Ventral cord interneuron, synapses onto VB, DB, and AS motoneurons; formerly called beta.",,
RIVR,ABprpaapaa,ABprpaapaaa,300,,neuron,Ring interneuron.,,
e2DL,ABalpaapaa,ABalpaapaap,300,,epithelium,Pharyngeal epithelial cell.,,
CEMVR,ABprpaapap,ABprpaapapp,303,470,neuron,"Male-specific cephalic neurons (die in hermaphrodite embryo), open to outside, possibly mediate male chemotaxis towards hermaphrodite.",,
RMED,ABalapppaa,ABalapppaap,303,,neuron,"Ring motoneuron, probably contain GABA.",,
AMsoR,ABprpaapap,ABprpaapapa,303,,socket,Amphid socket cell.,,
ALA,ABalapppaa,ABalapppaaa,303,,neuron,"Neuron, sends processes laterally adjacent to excretory canal and also along dorsal cord.",,
AVBL,ABplpaapaa,ABplpaapaap,305,,neuron,"Ventral cord interneuron, synapses onto VB, DB, and AS motoneurons; formerly called beta.",,
hyp3,ABpraapaaa,ABpraapaaaa,305,,hypoderm,Cylindrical hypodermal syncytium in head.,,
ILsoDR,ABpraapaaa,ABpraapaaap,305,,socket,"Inner labial socket cell, form protuberances at the tip of each labium.",,
MI,ABaraappaa,ABaraappaaa,305,,neuron,Pharyngeal motoneuron/interneuron.,,
ABarappaaap,ABarappaaa,ABarappaaap,305,355,,,,
AIAR,ABprppaapp,ABprppaappa,305,,neuron,Amphid interneuron.,,
m1DR,ABaraappaa,ABaraappaap,305,,muscle,Pharyngeal muscle cell.,,
SMDDL,ABplpapaaa,ABplpapaaaa,305,,neuron,"Ring motoneuron/interneuron, has posteriorly directed process that runs sublaterally.",,
AIAL,ABplppaapp,ABplppaappa,305,,neuron,Amphid interneuron.,,
DB6,ABplppaapp,ABplppaappp,305,,neuron,"Ventral cord motoneuron, innervates dorsal muscles, probably cholinergic.",,
AIYL,ABplpapaaa,ABplpapaaap,305,,neuron,Amphid interneuron.,,
arc post VL,ABalpaappa,ABalpaappap,305,,other,"Interface between pharynx and hypodermis, form anterior part of buccal cavity.",,
RIPR,ABarappaaa,ABarappaaaa,305,,neuron,"Ring/pharynx interneuron, only direct connection between pharynx and ring, makes no chemical synapses.",,
ABprapaaapa,ABprapaaap,ABprapaaapa,305,,,,,
arc ant DL,ABalpaappa,ABalpaappaa,305,,other,"Interface between pharynx and hypodermis, form anterior part of buccal cavity.",,
DB7,ABprppaapp,ABprppaappp,305,,neuron,"Ventral cord motoneuron, innervates dorsal muscles, probably cholinergic.",,
RMGR,ABprapaaap,ABprapaaapp,305,,neuron,Ring motoneuron/interneuron.,,
RIVL,ABplpaapaa,ABplpaapaaa,305,,neuron,Ring interneuron.,,
arc post VR,ABaraaappa,ABaraaappap,305,,other,"Interface between pharynx and hypodermis, form anterior part of buccal cavity.",,
RMDL,ABalpppapa,ABalpppapad,305,,neuron,"Ring motoneuron/interneuron, many synapses, probably reciprocal inhibitor.",,
AFDL,ABalpppapa,ABalpppapav,305,,neuron,"Amphid finger cell, associated with amphid sheath.",,
vpi1,MSpaapap,MSpaapapp,305,,valve,Pharyngo-intestinal valve.,,
RMDR,ABpraaaapa,ABpraaaapad,305,,neuron,"Ring motoneuron/interneuron, many synapses, probably reciprocal inhibitor.",,
AFDR,ABpraaaapa,ABpraaaapav,305,,neuron,"Amphid finger cell, associated with amphid sheath.",,
ABplapapppp,ABplapappp,ABplapapppp,305,,,,,
SMDDR,ABprpapaaa,ABprpapaaaa,305,,neuron,"Ring motoneuron/interneuron, has posteriorly directed process that runs sublaterally.",,
CEPsoVL,ABalppaapp,ABalppaappp,305,,socket,Cephalic socket cell.,,
ABalppaappa,ABalppaapp,ABalppaappa,305,410,,,,
ABplapapppa,ABplapappp,ABplapapppa,305,320,,,,
arc post D,ABaraaappa,ABaraaappaa,305,,other,"Interface between pharynx and hypodermis, form anterior part of buccal cavity.",,
SMBVL,ABalpapapp,ABalpapappp,305,,neuron,"Ring motoneuron/interneuron, has posteriorly directed process that runs sublaterally.",,
URAVL,ABplpaaapa,ABplpaaapaa,305,,neuron,"Ring motoneuron, non-ciliated ending in head, assocated with OLQ in embryo.",,
CEPshVL,ABplpaaapa,ABplpaaapap,305,,sheath,"Cephalic sheath cell, sheet-like process envelops neuropil of ring and part of ventral ganglion.",,
ABalpapappa,ABalpapapp,ABalpapappa,305,333,,,,
AIYR,ABprpapaaa,ABprpapaaap,305,,neuron,Amphid interneuron.,,
mc3DR,MSpaapap,MSpaapapa,305,,marginal,Pharyngeal marginal cell.,,
ABplapaaapa,ABplapaaap,ABplapaaapa,306,,,,,
RMGL,ABplapaaap,ABplapaaapp,306,,neuron,Ring motoneuron/interneuron.,,
ABplapaaaap,ABplapaaaa,ABplapaaaap,307,,,,,
ABplapaaaaa,ABplapaaaa,ABplapaaaaa,307,340,,,,
RIGR,ABprppappa,ABprppappaa,307,,neuron,Ring interneuron.,,
DD2,ABprppappa,ABprppappap,307,,neuron,"Ventral cord motoneuron, probably reciprocal inhibitor, changes its pattern of motor synapses during postembryonic development, contains GABA.",,
DD1,ABplppappa,ABplppappap,308,,neuron,"Ventral cord motoneuron, probably reciprocal inhibitor, changes its pattern of motor synapses during postembryonic development, contains GABA.",,
ABarapapaap,ABarapapaa,ABarapapaap,308,,,,,
RIGL,ABplppappa,ABplppappaa,308,,neuron,Ring interneuron.,,
ABarapapaaa,ABarapapaa,ABarapapaaa,308,330,,,,
RMER,ABalaaaarr,ABalaaaarrp,310,,neuron,"Ring motoneuron, probably contain GABA.",,
arc ant V,ABalpapaap,ABalpapaapa,310,,other,"Interface between pharynx and hypodermis, form anterior part of buccal cavity.",,
RMEL,ABalaaaarl,ABalaaaarlp,310,,neuron,"Ring motoneuron, probably contain GABA.",,
ABalaaaarra,ABalaaaarr,ABalaaaarra,310,400,,,,
RIAR,ABalaapppa,ABalaapppaa,310,,neuron,"Ring interneuron, prominent reciprocal synapses onto RMD and SMD.",,
ABprapaaaaa,ABprapaaaa,ABprapaaaaa,310,340,,,,
ABalpapaapp,ABalpapaap,ABalpapaapp,310,360,,,,
ABalaaaarla,ABalaaaarl,ABalaaaarla,310,400,,,,
ABalaapppap,ABalaapppa,ABalaapppap,310,330,,,,
ABprapaaaap,ABprapaaaa,ABprapaaaap,310,,,,,
AWAR,ABpraapapa,ABpraapapaa,310,,neuron,"Amphid wing cell, neuron havin ciliated sheet-like sensory ending closely associated with amphid sheath.",,
PVQL,ABplapppaa,ABplapppaaa,310,,neuron,"Interneuron, projects along ventral cord to ring, darkly staining vesicles.",,
mu bod,Cappaa,Cappaap,310,,muscle,Embryonic body wall muscle.,,
mu bod,Cappaa,Cappaaa,310,,muscle,Embryonic body wall muscle.,,
ILsoDL,ABplaapaaa,ABplaapaaap,310,,socket,"Inner labial socket cell, form protuberances at the tip of each labium.",,
URAVR,ABprpaaapa,ABprpaaapaa,310,,neuron,"Ring motoneuron, non-ciliated ending in head, assocated with OLQ in embryo.",,
CEPshVR,ABprpaaapa,ABprpaaapap,310,,sheath,"Cephalic sheath cell, sheet-like process envelops neuropil of ring and part of ventral ganglion.",,
mu bod,Cpppaa,Cpppaaa,310,,muscle,Embryonic body wall muscle.,,
ASGR,ABpraapapa,ABpraapapap,310,,neuron,"Amphid neuron, single ciliated ending, probably chemosensory; project into ring via commissure from ventral ganglion, make diverse synaptic connections in ring neuropil, also take up FITC.",,
RIML,ABplppaapa,ABplppaapap,310,,neuron,Prominent ring motoneuron/interneuron.,,
ASGL,ABplaapapa,ABplaapapap,310,,neuron,"Amphid neuron, single ciliated ending, probably chemosensory; project into ring via commissure from ventral ganglion, make diverse synaptic connections in ring neuropil, also take up FITC.",,
ABplppaapaa,ABplppaapa,ABplppaapaa,310,335,,,,
mu bod,Cpppaa,Cpppaap,310,,muscle,Embryonic body wall muscle.,,
ABarapppppap,ABarapppppa,ABarapppppap,310,345,,,,
IL1VR,ABarapppppa,ABarapppppaa,310,,neuron,"Neuron of inner labial sensilla, ciliated ending with striated rootlets, synapse directly onto muscle cells.",,
CEMVL,ABplpaapap,ABplpaapapp,310,470,neuron,"Male-specific cephalic neurons (die in hermaphrodite embryo), open to outside, possibly mediate male chemotaxis towards hermaphrodite.",,
AWAL,ABplaapapa,ABplaapapaa,310,,neuron,"Amphid wing cell, neuron havin ciliated sheet-like sensory ending closely associated with amphid sheath.",,
ABplapppaap,ABplapppaa,ABplapppaap,310,330,,,,
hyp3,ABplaapaaa,ABplaapaaaa,310,,hypoderm,Cylindrical hypodermal syncytium in head.,,
AMsoL,ABplpaapap,ABplpaapapa,310,,socket,Amphid socket cell.,,
ABprppaapaa,ABprppaapa,ABprppaapaa,315,345,,,,
OLQshDR,ABarpaaapa,ABarpaaapaa,315,,sheath,Quadrant outer labial sheath cell.,,
PVQR,ABprapppaa,ABprapppaaa,315,,neuron,"Interneuron, projects along neural cord to ring, darkly staining vesicles.",,
CEPshDR,ABarpaaapa,ABarpaaapap,315,,sheath,"Cephalic sheath cell, sheet-like process envelops neuropil of ring and part of ventral ganglion.",,
ABprapppaap,ABprapppaa,ABprapppaap,315,325,,,,
OLQshVR,ABpraaaaaa,ABpraaaaaap,315,,sheath,Quadrant outer labial sheath cell.,,
OLQshVL,ABalpppaaa,ABalpppaaap,315,,sheath,Quadrant outer labial sheath cell.,,
RIMR,ABprppaapa,ABprppaapap,315,,neuron,Prominent ring motoneuron/interneuron.,,
AVEL,ABalpppaaa,ABalpppaaaa,315,,neuron,"Ventral cord interneuron, same post-synaptic targets as AVD but process restricted to anterior cord.",,
hyp1V,ABarappaap,ABarappaapa,315,,hypoderm,Cylindrical hypodermal syncytium in head.,,
DA4,ABplppapap,ABplppapapp,315,,neuron,"Ventral cord motoneuron, innervates dorsal muscles, probably cholinergic.",,
DA2,ABplppapap,ABplppapapa,315,,neuron,"Ventral cord motoneuron, innervates dorsal muscles, probably cholinergic.",,
DA5,ABprppapap,ABprppapapp,315,,neuron,"Ventral cord motoneuron, innervates dorsal muscles, probably cholinergic.",,
DA3,ABprppapap,ABprppapapa,315,,neuron,"Ventral cord motoneuron, innervates dorsal muscles, probably cholinergic.",,
ABarappaapp,ABarappaap,ABarappaapp,315,330,,,,
AVER,ABpraaaaaa,ABpraaaaaaa,315,,neuron,"Ventral cord interneuron, same post-synaptic targets as AVD but process restricted to anterior cord.",,
ABalapaapap,ABalapaapa,ABalapaapap,317,340,,,,
RIAL,ABalapaapa,ABalapaapaa,317,,neuron,"Ring interneuron, prominent reciprocal synapses onto RMD and SMD.",,
ILshR,ABalaapaap,ABalaapaapp,317,,sheath,Inner labial sheeth cell.,,
ABalaapaapa,ABalaapaap,ABalaapaapa,317,397,,,,
ILshL,ABalaaaalp,ABalaaaalpp,317,,sheath,Inner labial sheeth cell.,,
